Sum of transaction_id,transaction_time,transaction_qty,Sum of unit_price,Sum of Total_bill,Year,Month,Day,Sum of product_id,store_location,Sum of store_id,Size,product_type,product_detail,product_category,Month Name,Sum of Month,Sum of Hour,Sum of Day of Week,Day Name
18043,1899-12-30 12:08:52,1,4,4,2023,February,2,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,February,2,12,4,Thursday
18044,1899-12-30 12:10:16,1,3,3,2023,February,2,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,12,4,Thursday
18045,1899-12-30 12:12:10,2,3,6,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,12,4,Thursday
18046,1899-12-30 12:12:43,2,2,5,2023,February,2,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,12,4,Thursday
18047,1899-12-30 12:12:44,1,2,2,2023,February,2,42,Astoria,3,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,12,4,Thursday
18048,1899-12-30 12:13:15,1,3,3,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,12,4,Thursday
18049,1899-12-30 12:13:15,1,3,3,2023,February,2,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,12,4,Thursday
18050,1899-12-30 12:14:51,2,3,6,2023,February,2,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,12,4,Thursday
18051,1899-12-30 12:15:19,2,2,5,2023,February,2,52,Lower Manhattan,5,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,12,4,Thursday
18052,1899-12-30 12:16:14,1,4,4,2023,February,2,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,12,4,Thursday
18053,1899-12-30 12:17:17,1,2,2,2023,February,2,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,February,2,12,4,Thursday
18054,1899-12-30 12:18:48,2,4,7,2023,February,2,27,Hell's Kitchen,8,Large,Organic brewed coffee,Brazilian,Coffee,February,2,12,4,Thursday
18055,1899-12-30 12:20:51,1,2,2,2023,February,2,28,Hell's Kitchen,8,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,12,4,Thursday
18056,1899-12-30 12:20:51,1,3,3,2023,February,2,77,Hell's Kitchen,8,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,12,4,Thursday
18057,1899-12-30 12:21:38,1,2,2,2023,February,2,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,February,2,12,4,Thursday
18058,1899-12-30 12:22:04,1,2,2,2023,February,2,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,12,4,Thursday
18059,1899-12-30 12:23:36,1,3,3,2023,February,2,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,12,4,Thursday
18060,1899-12-30 12:23:36,1,3,3,2023,February,2,77,Astoria,3,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,12,4,Thursday
18061,1899-12-30 12:23:52,2,2,5,2023,February,2,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,12,4,Thursday
18062,1899-12-30 12:24:39,2,4,7,2023,February,2,33,Lower Manhattan,5,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,12,4,Thursday
18063,1899-12-30 12:24:39,1,3,3,2023,February,2,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,12,4,Thursday
18064,1899-12-30 12:25:13,1,4,4,2023,February,2,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,12,4,Thursday
18065,1899-12-30 12:25:13,1,3,3,2023,February,2,77,Astoria,3,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,12,4,Thursday
18066,1899-12-30 12:25:24,2,3,5,2023,February,2,56,Lower Manhattan,5,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,12,4,Thursday
18067,1899-12-30 12:26:13,2,2,4,2023,February,2,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,February,2,12,4,Thursday
18068,1899-12-30 12:26:13,1,4,4,2023,February,2,78,Lower Manhattan,5,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,12,4,Thursday
18069,1899-12-30 12:26:18,1,2,2,2023,February,2,28,Hell's Kitchen,8,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,12,4,Thursday
18070,1899-12-30 12:28:08,2,3,6,2023,February,2,51,Astoria,3,Large,Brewed Black tea,Earl Grey,Tea,February,2,12,4,Thursday
18071,1899-12-30 12:28:25,1,4,4,2023,February,2,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,12,4,Thursday
18072,1899-12-30 12:28:59,2,3,6,2023,February,2,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,12,4,Thursday
18073,1899-12-30 12:29:07,1,3,3,2023,February,2,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,12,4,Thursday
18074,1899-12-30 12:30:43,2,2,5,2023,February,2,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,12,4,Thursday
18075,1899-12-30 12:31:12,1,4,4,2023,February,2,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,12,4,Thursday
18076,1899-12-30 12:33:04,2,3,6,2023,February,2,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,12,4,Thursday
18077,1899-12-30 12:38:45,1,4,4,2023,February,2,40,Lower Manhattan,5,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,12,4,Thursday
18078,1899-12-30 12:38:45,1,3,3,2023,February,2,70,Lower Manhattan,5,Not Defined,Scone,Cranberry Scone,Bakery,February,2,12,4,Thursday
18079,1899-12-30 12:38:47,2,3,6,2023,February,2,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,12,4,Thursday
18080,1899-12-30 12:38:51,1,3,3,2023,February,2,56,Astoria,3,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,12,4,Thursday
18081,1899-12-30 12:39:04,2,3,6,2023,February,2,87,Lower Manhattan,5,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,12,4,Thursday
18082,1899-12-30 12:44:16,2,4,8,2023,February,2,40,Astoria,3,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,12,4,Thursday
18083,1899-12-30 12:44:16,1,4,4,2023,February,2,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,February,2,12,4,Thursday
18084,1899-12-30 12:46:52,1,2,2,2023,February,2,23,Lower Manhattan,5,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,12,4,Thursday
18085,1899-12-30 12:47:49,2,2,5,2023,February,2,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,12,4,Thursday
18086,1899-12-30 12:48:41,2,4,8,2023,February,2,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,12,4,Thursday
18087,1899-12-30 12:49:07,2,2,4,2023,February,2,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,12,4,Thursday
18088,1899-12-30 12:54:01,2,3,6,2023,February,2,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,12,4,Thursday
18089,1899-12-30 12:54:07,1,4,4,2023,February,2,58,Lower Manhattan,5,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,12,4,Thursday
18090,1899-12-30 12:54:07,1,3,3,2023,February,2,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,12,4,Thursday
18091,1899-12-30 12:55:02,2,3,6,2023,February,2,57,Astoria,3,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,12,4,Thursday
18092,1899-12-30 12:57:52,2,3,6,2023,February,2,51,Astoria,3,Large,Brewed Black tea,Earl Grey,Tea,February,2,12,4,Thursday
18093,1899-12-30 12:58:38,2,3,6,2023,February,2,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,12,4,Thursday
18094,1899-12-30 12:58:57,1,3,3,2023,February,2,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,12,4,Thursday
18095,1899-12-30 12:59:43,1,3,3,2023,February,2,57,Hell's Kitchen,8,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,12,4,Thursday
18096,1899-12-30 13:01:48,2,2,5,2023,February,2,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,13,4,Thursday
18097,1899-12-30 13:02:53,2,3,6,2023,February,2,47,Hell's Kitchen,8,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18098,1899-12-30 13:03:36,2,3,6,2023,February,2,51,Astoria,3,Large,Brewed Black tea,Earl Grey,Tea,February,2,13,4,Thursday
18099,1899-12-30 13:04:57,2,4,8,2023,February,2,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,13,4,Thursday
18100,1899-12-30 13:05:37,2,4,9,2023,February,2,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,13,4,Thursday
18101,1899-12-30 13:07:09,2,3,6,2023,February,2,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,13,4,Thursday
18102,1899-12-30 13:07:45,2,3,6,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18103,1899-12-30 13:07:54,1,2,2,2023,February,2,52,Hell's Kitchen,8,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,13,4,Thursday
18104,1899-12-30 13:07:54,1,4,4,2023,February,2,78,Hell's Kitchen,8,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,13,4,Thursday
18105,1899-12-30 13:07:55,1,3,3,2023,February,2,49,Lower Manhattan,5,Large,Brewed Black tea,English Breakfast,Tea,February,2,13,4,Thursday
18106,1899-12-30 13:07:55,1,4,4,2023,February,2,74,Lower Manhattan,5,Not Defined,Biscotti,Ginger Biscotti,Bakery,February,2,13,4,Thursday
18107,1899-12-30 13:08:59,1,3,3,2023,February,2,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,February,2,13,4,Thursday
18108,1899-12-30 13:09:14,1,3,3,2023,February,2,47,Lower Manhattan,5,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18109,1899-12-30 13:09:14,1,4,4,2023,February,2,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,February,2,13,4,Thursday
18110,1899-12-30 13:10:41,2,3,6,2023,February,2,43,Hell's Kitchen,8,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,13,4,Thursday
18111,1899-12-30 13:11:09,1,2,2,2023,February,2,52,Astoria,3,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,13,4,Thursday
18112,1899-12-30 13:11:39,1,3,3,2023,February,2,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,13,4,Thursday
18113,1899-12-30 13:13:15,1,3,3,2023,February,2,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,13,4,Thursday
18114,1899-12-30 13:15:40,1,3,3,2023,February,2,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,13,4,Thursday
18115,1899-12-30 13:17:07,2,4,8,2023,February,2,36,Astoria,3,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,13,4,Thursday
18116,1899-12-30 13:19:09,2,2,4,2023,February,2,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,13,4,Thursday
18117,1899-12-30 13:19:09,1,4,4,2023,February,2,71,Astoria,3,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,13,4,Thursday
18118,1899-12-30 13:21:09,2,2,5,2023,February,2,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18119,1899-12-30 13:21:23,2,2,5,2023,February,2,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,February,2,13,4,Thursday
18120,1899-12-30 13:23:20,2,2,4,2023,February,2,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,13,4,Thursday
18121,1899-12-30 13:23:28,2,2,4,2023,February,2,28,Hell's Kitchen,8,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,13,4,Thursday
18122,1899-12-30 13:23:38,1,2,2,2023,February,2,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,February,2,13,4,Thursday
18123,1899-12-30 13:25:02,1,3,3,2023,February,2,57,Hell's Kitchen,8,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,13,4,Thursday
18124,1899-12-30 13:28:24,2,2,5,2023,February,2,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,February,2,13,4,Thursday
18125,1899-12-30 13:29:51,1,4,4,2023,February,2,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,February,2,13,4,Thursday
18126,1899-12-30 13:30:00,2,4,7,2023,February,2,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,February,2,13,4,Thursday
18127,1899-12-30 13:30:00,1,4,4,2023,February,2,76,Astoria,3,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,13,4,Thursday
18128,1899-12-30 13:30:15,1,3,3,2023,February,2,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,13,4,Thursday
18129,1899-12-30 13:30:25,1,2,2,2023,February,2,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,13,4,Thursday
18130,1899-12-30 13:32:29,2,3,6,2023,February,2,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,13,4,Thursday
18131,1899-12-30 13:34:02,1,2,2,2023,February,2,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,13,4,Thursday
18132,1899-12-30 13:35:24,2,3,6,2023,February,2,32,Lower Manhattan,5,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,13,4,Thursday
18133,1899-12-30 13:37:00,1,2,2,2023,February,2,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,13,4,Thursday
18134,1899-12-30 13:37:01,1,2,2,2023,February,2,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,13,4,Thursday
18135,1899-12-30 13:39:28,2,4,8,2023,February,2,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,February,2,13,4,Thursday
18136,1899-12-30 13:40:36,2,3,6,2023,February,2,47,Hell's Kitchen,8,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18137,1899-12-30 13:41:31,1,3,3,2023,February,2,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,13,4,Thursday
18138,1899-12-30 13:42:19,1,2,2,2023,February,2,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,13,4,Thursday
18139,1899-12-30 13:43:55,2,2,5,2023,February,2,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18140,1899-12-30 13:45:24,1,2,2,2023,February,2,52,Astoria,3,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,13,4,Thursday
18141,1899-12-30 13:46:16,2,2,4,2023,February,2,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,13,4,Thursday
18142,1899-12-30 13:47:04,2,3,6,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18143,1899-12-30 13:47:04,1,4,4,2023,February,2,76,Astoria,3,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,13,4,Thursday
18144,1899-12-30 13:48:27,2,3,6,2023,February,2,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,13,4,Thursday
18145,1899-12-30 13:48:27,1,4,4,2023,February,2,73,Hell's Kitchen,8,Not Defined,Pastry,Almond Croissant,Bakery,February,2,13,4,Thursday
18146,1899-12-30 13:48:52,2,3,6,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18147,1899-12-30 13:49:30,1,2,2,2023,February,2,48,Lower Manhattan,5,Regular,Brewed Black tea,English Breakfast,Tea,February,2,13,4,Thursday
18148,1899-12-30 13:51:33,1,4,4,2023,February,2,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,13,4,Thursday
18149,1899-12-30 13:51:33,1,3,3,2023,February,2,70,Astoria,3,Not Defined,Scone,Cranberry Scone,Bakery,February,2,13,4,Thursday
18150,1899-12-30 13:53:04,1,3,3,2023,February,2,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,13,4,Thursday
18151,1899-12-30 13:53:04,1,4,4,2023,February,2,79,Hell's Kitchen,8,Not Defined,Scone,Jumbo Savory Scone,Bakery,February,2,13,4,Thursday
18152,1899-12-30 13:55:38,1,2,2,2023,February,2,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,13,4,Thursday
18153,1899-12-30 13:55:38,1,4,4,2023,February,2,71,Hell's Kitchen,8,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,13,4,Thursday
18154,1899-12-30 13:55:55,1,3,3,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,13,4,Thursday
18155,1899-12-30 13:56:19,1,4,4,2023,February,2,39,Lower Manhattan,5,Regular,Barista Espresso,Latte,Coffee,February,2,13,4,Thursday
18156,1899-12-30 13:56:44,1,2,2,2023,February,2,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,February,2,13,4,Thursday
18157,1899-12-30 13:58:12,2,2,5,2023,February,2,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,13,4,Thursday
18158,1899-12-30 13:58:36,1,4,4,2023,February,2,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,February,2,13,4,Thursday
18159,1899-12-30 14:02:06,2,3,6,2023,February,2,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,14,4,Thursday
18160,1899-12-30 14:02:06,1,3,3,2023,February,2,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,14,4,Thursday
18161,1899-12-30 14:02:16,2,2,4,2023,February,2,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,14,4,Thursday
18162,1899-12-30 14:03:24,2,3,6,2023,February,2,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,14,4,Thursday
18163,1899-12-30 14:03:28,1,3,3,2023,February,2,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,14,4,Thursday
18164,1899-12-30 14:05:06,2,2,5,2023,February,2,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,14,4,Thursday
18165,1899-12-30 14:05:06,1,4,4,2023,February,2,75,Astoria,3,Not Defined,Pastry,Croissant,Bakery,February,2,14,4,Thursday
18166,1899-12-30 14:06:47,1,2,2,2023,February,2,23,Lower Manhattan,5,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,14,4,Thursday
18167,1899-12-30 14:06:47,1,4,4,2023,February,2,78,Lower Manhattan,5,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,14,4,Thursday
18168,1899-12-30 14:07:14,1,4,4,2023,February,2,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,14,4,Thursday
18169,1899-12-30 14:07:17,1,3,3,2023,February,2,37,Astoria,3,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,14,4,Thursday
18170,1899-12-30 14:08:28,1,2,2,2023,February,2,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,14,4,Thursday
18171,1899-12-30 14:08:34,1,3,3,2023,February,2,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,14,4,Thursday
18172,1899-12-30 14:08:49,1,4,4,2023,February,2,40,Astoria,3,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,14,4,Thursday
18173,1899-12-30 14:12:07,2,3,6,2023,February,2,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,February,2,14,4,Thursday
18174,1899-12-30 14:12:17,1,3,3,2023,February,2,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,14,4,Thursday
18175,1899-12-30 14:12:33,1,2,2,2023,February,2,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,14,4,Thursday
18176,1899-12-30 14:13:37,2,2,4,2023,February,2,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,February,2,14,4,Thursday
18177,1899-12-30 14:15:22,2,3,6,2023,February,2,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,14,4,Thursday
18178,1899-12-30 14:17:23,2,5,10,2023,February,2,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,14,4,Thursday
18179,1899-12-30 14:17:47,2,3,6,2023,February,2,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,14,4,Thursday
18180,1899-12-30 14:17:55,2,5,10,2023,February,2,61,Astoria,3,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,14,4,Thursday
18181,1899-12-30 14:17:55,1,4,4,2023,February,2,75,Astoria,3,Not Defined,Pastry,Croissant,Bakery,February,2,14,4,Thursday
18182,1899-12-30 14:19:05,1,2,2,2023,February,2,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,February,2,14,4,Thursday
18183,1899-12-30 14:19:11,2,4,8,2023,February,2,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,14,4,Thursday
18184,1899-12-30 14:19:11,1,4,4,2023,February,2,78,Hell's Kitchen,8,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,14,4,Thursday
18185,1899-12-30 14:19:32,1,3,3,2023,February,2,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,14,4,Thursday
18186,1899-12-30 14:19:50,1,4,4,2023,February,2,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,February,2,14,4,Thursday
18187,1899-12-30 14:25:35,1,2,2,2023,February,2,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,14,4,Thursday
18188,1899-12-30 14:26:55,2,2,5,2023,February,2,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,February,2,14,4,Thursday
18189,1899-12-30 14:26:55,1,3,3,2023,February,2,72,Astoria,3,Not Defined,Scone,Ginger Scone,Bakery,February,2,14,4,Thursday
18190,1899-12-30 14:27:18,2,4,7,2023,February,2,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,February,2,14,4,Thursday
18191,1899-12-30 14:27:42,1,3,3,2023,February,2,35,Astoria,3,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,14,4,Thursday
18192,1899-12-30 14:31:43,2,4,8,2023,February,2,36,Astoria,3,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,14,4,Thursday
18193,1899-12-30 14:32:10,1,3,3,2023,February,2,32,Lower Manhattan,5,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,14,4,Thursday
18194,1899-12-30 14:34:43,1,4,4,2023,February,2,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,14,4,Thursday
18195,1899-12-30 14:37:44,2,2,5,2023,February,2,52,Hell's Kitchen,8,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,14,4,Thursday
